OBJECTID,Lat,Long,IPR1317_Alpha,SchoolID
82,29.6077099,-99.59912153,295,1
83,28.69231618,-99.18838979,178,1
84,30.62622378,-100.2980463,349,1
85,29.70735999,-98.0788864,208,1
86,26.4064487,-97.92869793,128,1
87,29.66914634,-98.04306501,366,1
88,29.57790625,-103.3589539,245,1
89,30.84178408,-102.8970363,237,1
90,30.99005695,-93.95830935,239,1
91,29.57981187,-98.40971769,362,1
92,30.52003614,-100.7316976,337,1
93,30.01038496,-96.78378605,351,1
94,28.45583688,-96.55931616,266,1
95,28.55533838,-96.98217124,259,1
96,30.12939788,-94.79141733,316,1
97,31.19644952,-95.77895701,177,1
98,30.47647492,-101.118485,345,1
99,31.25393876,-102.9704121,236,1
100,29.88936136,-96.54795452,318,1
101,27.98436894,-98.11597201,227,1
102,30.28811876,-100.7068771,345,1
103,27.97175576,-98.23163683,204,1
104,30.88199279,-94.35257401,222,1
105,29.94565603,-104.0900185,240,1
106,30.1268708,-102.5143416,266,1
107,30.61782741,-96.98758968,240,1
108,29.82386747,-102.9393785,256,1
109,30.75881631,-95.08363211,176,1
110,30.52101947,-97.70194593,330,1
111,30.23465219,-101.5283087,329,1
112,30.63486317,-97.84570481,373,1
113,30.02089214,-94.2647362,377,1
114,31.07729918,-101.039649,287,1
115,30.03675401,-98.22707791,360,1
116,30.47221087,-98.21638315,372,1
117,28.78986375,-95.65047548,244,1
118,29.60817441,-95.57651605,240,1
119,30.50858754,-100.8003653,344,1
120,27.78391729,-99.69635303,283,1
121,28.87983545,-96.30074012,273,1
122,31.12758596,-93.86257098,227,1
123,28.72746272,-99.18382584,207,1
124,31.07860249,-104.3598396,149,1
125,29.95819953,-103.1931625,244,1
126,28.79247014,-97.94863997,298,1
127,30.01798161,-100.9668441,298,1
128,31.03432685,-102.3652657,300,1
129,30.12776661,-95.46471172,230,1
130,30.89121561,-99.62778953,254,1
131,29.26453941,-100.4932555,200,1
132,30.14658654,-97.0481944,349,1
133,30.80005333,-101.6908339,305,1
134,29.3998225,-98.28176575,366,1
135,30.36474431,-99.41946253,308,1
136,26.53828283,-98.54077821,141,1
137,27.09395776,-98.87222661,215,1
138,30.91415469,-105.3692884,151,1
139,29.86204037,-103.190842,249,1
140,30.06173033,-104.3450894,263,1
141,30.76525881,-103.77836,225,1
142,28.84036606,-96.76425825,426,1
143,29.23898576,-99.53149717,308,1
144,29.90260278,-96.27539549,354,1
145,30.88485786,-97.00488673,370,1
146,29.84557595,-96.06600216,343,1
147,29.95906637,-94.42742939,353,1
148,30.81159332,-82.16248033,220,1
149,30.9949372,-84.95036818,226,1
150,28.13210287,-81.41693053,166,1
151,30.99400811,-87.53352806,212,1
152,30.34337321,-93.41833562,287,1
153,31.24594774,-87.36439306,204,1
154,31.24069075,-89.5965774,213,1
155,31.14442425,-90.42135272,140,1
156,30.12093779,-81.46224261,641,1
157,27.85956325,-80.70566616,257,1
158,30.997371,-87.43831935,212,1
159,29.83557041,-93.73119659,146,1
160,28.88328564,-82.59757225,255,1
161,27.74461966,-81.70091424,193,1
162,30.65055998,-86.77895214,236,1
163,31.24153726,-89.9173017,215,1
164,30.60859456,-91.41332304,348,1
165,27.97451702,-81.41148117,197,1
166,27.20851899,-80.89311518,212,1
167,30.52368329,-87.21120754,260,1
168,29.88350574,-89.91747932,257,1
169,29.83208033,-85.20679521,230,1
170,25.54074423,-80.55862859,325,1
171,29.09400784,-89.34918442,187,1
172,27.76674806,-81.87661445,206,1
173,28.35984153,-82.34576169,312,1
174,30.90248219,-86.20965562,202,1
175,30.39761924,-82.88442787,186,1
176,30.49096958,-91.92315325,295,1
177,30.45457595,-91.19752252,195,1
178,28.18652243,-82.21443282,199,1
179,30.67964197,-82.28154683,224,1
180,28.75150909,-80.75709888,0,1
181,30.90719524,-83.75073699,221,1
182,30.90719524,-83.75073699,221,1
183,30.43219336,-93.02418038,330,1
184,31.23273792,-91.17818443,223,1
185,27.96647576,-81.06465762,233,1
186,30.42088336,-84.68694976,219,1
187,30.42088336,-84.68694976,219,1
188,29.83950384,-83.28629605,193,1
189,30.27243774,-84.69459305,225,1
190,30.27243774,-84.69459305,225,1
191,29.19384362,-81.94677123,205,1
192,30.39712696,-83.63468405,131,1
193,31.03654314,-84.65901961,210,1
194,31.03654314,-84.65901961,210,1
195,30.93532925,-86.79109108,270,1
196,30.54205179,-81.72845083,244,1
197,29.61464098,-81.50194694,229,1
198,26.68960989,-80.50208534,196,1
199,30.66477273,-84.89389668,208,1
200,28.98518929,-81.7481746,207,1
201,30.38963737,-91.25109033,608,1
202,29.59445069,-82.01752823,174,1
203,27.40998791,-80.41262757,210,1
204,25.70151153,-80.41314974,335,1
205,28.7395605,-82.01947978,271,1
206,29.84650522,-83.5502609,210,1
207,29.23779869,-90.4519031,261,1
208,30.50683368,-86.13585075,166,1
209,27.23836206,-82.22765188,415,1
210,31.09716765,-86.68717025,277,1
211,28.81381971,-82.28330923,217,1
212,30.37266846,-82.97915682,178,1
213,31.22047367,-84.98660299,164,1
214,31.1061287,-87.33020481,274,1
215,30.1373155,-89.64017172,286,1
216,30.37052605,-89.70255735,239,1
217,30.89587024,-91.3490315,307,1
218,30.50070131,-83.81601877,392,1
219,30.04811716,-85.4847203,267,1
220,31.01726637,-85.88267393,178,1
221,26.7920829,-81.5530038,200,1
222,26.4334971,-81.3559044,127,1
223,25.20644666,-80.8404497,299,1
224,31.13167306,-87.30622,259,1
225,30.36143947,-89.64992798,249,1
226,29.98828484,-93.68317063,165,1
227,28.43231976,-81.58846101,385,1
228,30.55774266,-88.28987579,251,1
229,30.12691079,-81.39804474,738,1
230,30.63459851,-91.60288704,190,1
231,27.85673702,-81.86921882,274,1
232,29.74542043,-82.59586029,320,2
233,30.56711562,-93.58910061,310,2
234,25.56371978,-81.1730178,270,2
235,26.60627245,-81.59294252,241,2
236,30.39689813,-83.43702032,155,2
237,30.61104374,-83.00269183,227,2
238,30.18716001,-85.09272121,254,2
239,30.85705997,-87.80256598,343,2
240,29.08678518,-81.62066551,164,2
241,30.08640588,-93.76253338,175,2
242,25.89353316,-81.01484522,224,2
243,26.78565513,-81.28551546,165,2
244,30.79279763,-83.34169329,192,2
245,30.53124854,-89.80400501,209,2
246,29.58895836,-89.74939023,192,2
247,30.57295427,-82.06261442,252,2
248,27.68417347,-80.448346,297,2
249,31.15023935,-86.12843694,225,2
250,31.15023935,-86.12843694,225,2
251,31.0349241,-88.82179475,209,2
252,27.57045859,-82.4127747,413,2
253,29.59944024,-81.93322636,129,2
254,29.8277689,-81.36360496,350,2
255,29.81337291,-91.14464377,295,2
256,25.83287599,-80.74956117,353,2
257,28.40131149,-82.58270742,223,2
258,31.18759936,-89.61846997,156,2
259,25.8100998,-80.39811591,391,2
260,30.55506448,-86.6983233,234,2
261,29.18279092,-90.84733798,256,2
262,30.00854986,-82.48641498,198,2
263,31.02355601,-82.26336924,210,2
264,28.21615563,-82.65534384,345,2
265,27.48189541,-81.61133348,211,2
266,29.93973485,-93.43656587,361,2
267,30.72235386,-90.05779723,200,2
268,29.79870309,-82.93857783,191,2
269,26.68143964,-80.32435556,519,2
270,24.76330064,-81.42016334,371,2
271,29.4525376,-90.0756394,294,2
272,31.23386518,-87.4237401,205,2
273,26.17861846,-80.83336585,348,2
274,30.15258496,-81.39146244,685,2
275,26.24485072,-80.55657374,341,2
276,28.08199383,-81.8287272,222,2
277,30.88057453,-84.21300637,130,2
278,30.94948232,-89.7309046,210,2
279,42.28131428,-122.1258227,250,2
280,38.80752709,-121.4272626,482,2
281,41.83022169,-121.57549,298,2
282,42.6902483,-124.1010143,199,2
283,40.05834459,-123.609375,216,2
284,40.39687932,-123.2411919,214,2
285,41.38341426,-123.6467746,164,2
286,41.95086668,-121.6628371,309,2
287,37.28352018,-121.758065,924,2
288,40.40508648,-121.8207156,271,2
289,41.87782047,-123.616766,183,2
290,38.05281839,-122.1420443,439,2
291,39.80006279,-122.9564015,169,2
292,36.71633058,-121.5814198,278,2
293,36.2975115,-121.4646842,207,2
294,40.32945122,-122.3377634,358,2
295,40.8699869,-123.1623848,231,2
296,42.86268894,-123.6235506,265,2
297,42.21838587,-123.0356594,246,2
298,42.21838587,-123.0356594,246,2
299,39.80776302,-121.5268027,256,2
300,38.61856292,-122.6834799,404,2
301,39.33411874,-123.2203906,242,2
302,39.33411874,-123.2203906,242,2
303,41.23286193,-123.3401965,164,2
304,42.27687939,-123.3217965,206,2
305,42.27687939,-123.3217965,206,2
306,41.05567854,-122.8027068,271,2
307,41.05567854,-122.8027068,271,2
308,42.9542326,-123.3526588,139,2
309,38.65841141,-122.1508132,303,2
310,42.35749646,-123.0924587,269,2
311,38.07195911,-122.551301,524,2
312,37.47110022,-121.853145,520,2
313,41.73872298,-122.9051214,168,2
314,42.27976763,-123.9427916,207,2
315,40.37539705,-121.6895526,277,2
316,40.36082388,-122.6931465,341,2
317,39.99492941,-121.7992962,362,2
318,42.82872095,-121.8806797,350,2
319,41.24071783,-121.6794033,216,2
320,37.9022266,-121.6329396,465,2
321,38.08196347,-122.6187753,711,2
322,37.25603574,-121.9791332,944,2
323,41.89434438,-122.1959915,211,2
324,40.77906328,-122.9195367,430,2
325,38.50106386,-121.7483159,565,2
326,42.9270528,-122.9503121,213,2
327,40.71849665,-124.1246725,243,2
328,42.81577803,-123.9448245,217,2
329,40.2303084,-123.7399601,226,2
330,42.11403594,-121.7356684,266,2
331,39.11679191,-123.0493774,234,2
332,41.07088363,-124.0843885,289,2
333,38.21952545,-122.5000903,439,2
334,42.4483276,-121.4080244,166,2
335,42.06403903,-121.6527435,414,2
336,40.9877254,-123.7932289,196,2
337,42.7545138,-123.2985023,203,2
338,39.14384996,-123.5004644,317,2
339,41.04642342,-122.2121888,198,2
340,41.97262268,-123.2971313,171,2
341,41.29106905,-121.617412,220,2
342,43.01454056,-123.5373605,282,2
343,37.62322923,-116.9733328,232,2
344,37.94911279,-108.9674933,217,2
345,41.26314546,-108.831454,306,2
346,39.05465424,-108.4238423,378,2
347,36.75063039,-121.0972088,413,2
348,33.15114769,-113.663997,198,2
349,32.88787118,-114.819921,153,2
350,38.06685757,-117.0729679,240,2
351,34.13191131,-112.5327771,238,2
352,38.147823,-111.1388289,220,2
353,42.97823805,-110.7176379,304,2
354,42.58528002,-107.8058947,272,2
355,32.69661466,-110.9754338,265,2
356,35.12731024,-114.0988475,285,2
357,39.49124194,-110.2081859,248,2
358,37.1790018,-118.644667,456,2
359,35.52518404,-111.534252,269,2
360,37.08017591,-117.8530075,317,2
361,36.66949328,-119.2426576,161,2
362,34.66207328,-115.1204544,174,2
363,34.74123022,-111.2701558,284,2
364,38.47694881,-115.6296208,227,2
365,36.23428676,-115.3833208,411,2
366,34.06554592,-117.2421761,174,2
367,39.70153215,-114.9785607,276,2
368,39.70153215,-114.9785607,276,2
369,37.62247281,-115.1438975,241,2
370,40.31878751,-118.876744,293,2
371,42.81732854,-108.0625021,272,2
372,37.95087807,-114.6085386,240,2
373,39.47068074,-112.362292,250,2
374,34.40657256,-117.1989346,204,2
375,39.49424209,-119.3812385,321,2
376,31.41582464,-109.1859913,151,2
377,33.66908093,-112.4238169,271,2
378,33.54163704,-112.5138845,422,2
379,42.69404913,-112.1200972,312,2
380,42.69404913,-112.1200972,312,2
381,38.70067736,-115.8292972,290,2
382,37.91655613,-115.3752026,241,2
383,36.6029576,-117.8197965,213,2
384,37.14781537,-111.0139861,160,2
385,43.03608948,-119.5921677,273,2
386,32.09358626,-109.0991898,184,2
387,41.17508457,-117.8030223,224,2
388,39.72298323,-119.8668421,415,2
389,42.78481517,-109.2049874,280,2
390,39.51664654,-121.1706983,227,2
391,34.57921726,-118.7456218,374,2
392,39.39953263,-114.7270358,263,2
393,39.65100323,-114.1497654,244,2
394,41.9909164,-118.65307,244,2
395,41.92422458,-114.6667425,180,2
396,33.62400188,-112.5319978,328,2
397,38.27880414,-111.5016683,231,2
398,39.88967591,-109.8875316,227,2
399,40.30822245,-108.4370049,284,2
400,42.02633433,-119.2710527,249,2
401,40.59663835,-120.3367173,211,2
402,39.60133986,-120.7412305,364,2
403,35.4441522,-110.7926104,119,2
404,36.24060465,-115.1899207,275,2
405,42.41555568,-117.498151,218,2
406,41.84459952,-112.4740668,225,2
407,35.12920214,-116.658375,170,2
408,35.12920214,-116.658375,170,2
409,37.81745213,-107.7104725,389,2
410,33.99765872,-118.3942131,517,2
411,37.87718697,-120.2543479,329,2
412,37.7490734,-111.9278286,225,2
413,36.40644648,-109.9838756,106,2
414,40.66453304,-120.1444808,204,2
415,37.43050011,-112.0933712,229,2
416,32.7794554,-108.8740148,262,2
417,42.67346456,-117.9147497,231,2
418,42.54273777,-110.2685339,289,3
419,40.43710299,-114.3007321,239,3
420,33.72528175,-115.3747283,145,3
421,35.80175703,-116.649525,188,3
422,37.63050789,-118.1954322,275,3
423,37.63050789,-118.1954322,275,3
424,32.26444997,-112.0699166,111,3
425,43.01984402,-115.3020169,203,3
426,38.09966322,-119.7078043,323,3
427,38.37149,-109.6359953,212,3
428,34.09535845,-112.3076877,293,3
429,42.25039794,-108.749394,349,3
430,42.14151004,-109.337153,353,3
431,41.3164279,-112.4734214,347,3
432,41.3164279,-112.4734214,347,3
433,32.55709354,-113.4367281,198,3
434,35.44838281,-118.5660307,238,3
435,32.69906924,-111.0881137,333,3
436,37.01578963,-107.9806553,326,3
437,38.06923753,-116.19426,237,3
438,40.01913469,-113.2933504,260,3
439,36.2067165,-114.7372122,301,3
440,37.13924281,-112.2419247,236,3
441,34.01183303,-108.371138,203,3
442,34.19900108,-108.0449274,159,3
443,37.2165668,-109.3018833,200,3
444,39.60231878,-114.0249223,241,3
445,38.35800611,-116.995599,243,3
446,37.46650391,-119.3093617,280,3
447,35.53314035,-116.3414322,197,3
448,32.75909251,-108.5902357,283,3
449,33.80743051,-114.0234128,163,3
450,39.41167364,-112.1224313,252,3
451,34.48909481,-113.0857749,326,3
452,33.10291652,-114.3379042,195,3
453,33.2106676,-110.6536252,207,3
454,31.72929345,-109.7626007,181,3
455,39.68511804,-109.3495195,287,3
456,35.76227024,-118.8203852,192,3
457,35.07174047,-112.7395565,197,3
458,36.60500208,-117.1528774,212,3
459,41.84777701,-119.3071114,237,3
460,41.84777701,-119.3071114,237,3
461,38.03146757,-120.395018,248,3
462,39.05178735,-110.9012849,247,3
463,33.8815881,-116.9624873,231,3
464,36.91730688,-117.1748671,218,3
465,37.14127326,-112.7865613,259,3
466,40.67736304,-118.6889287,317,3
467,42.20900646,-115.974255,265,3
468,35.49585716,-114.017864,236,3
469,33.96274753,-114.7577408,213,3
470,33.69468877,-116.1585527,130,3
471,35.19222911,-119.7033809,199,3
472,41.44740244,-115.4827746,279,3
473,41.44740244,-115.4827746,279,3
474,36.44248256,-108.3509383,85,3
475,40.21149918,-116.9997154,337,3
476,37.63198822,-117.8342808,245,3
477,39.38354319,-112.6820494,265,3
478,39.83037596,-120.9908901,349,3
479,39.83037596,-120.9908901,349,3
480,39.36375675,-109.6096423,255,3
481,39.95024319,-113.420166,252,3
482,38.50375183,-119.5404794,251,3
483,35.84494694,-110.7145055,164,3
484,40.90931233,-112.2734077,323,3
485,37.37250641,-113.3480818,225,3
486,40.69114734,-120.1796823,197,3
487,39.2740912,-115.7049729,341,3
488,31.93548489,-108.7443119,164,3
489,40.30781925,-115.6529753,403,3
490,37.45113939,-117.1225609,233,3
491,32.60150952,-110.1668158,242,3
492,37.35266511,-115.9044623,263,3
493,42.15799881,-111.1409532,276,3
494,31.67513582,-109.644252,182,3
495,42.62102624,-119.9521601,192,3
496,41.31337358,-118.4973168,270,3
497,39.62836805,-113.9372727,229,3
498,40.52637653,-111.2202467,335,3
499,40.38743159,-111.223868,360,3
500,33.60586323,-111.0081356,192,3
501,39.70771197,-116.6871604,377,3
502,34.17919512,-112.8301764,236,3
503,37.87235242,-117.745799,235,3
504,36.47744941,-119.2445258,113,3
505,34.82570145,-112.0319585,234,3
506,36.14998257,-121.0214963,171,3
507,42.4697206,-111.147666,263,3
508,34.37244776,-115.9452414,205,3
509,33.69242444,-109.3522128,193,3
510,39.23518761,-116.2049861,334,3
511,36.80517554,-113.1983828,169,3
512,41.56900333,-113.0343742,223,3
513,40.02995152,-110.3481674,247,3
514,37.66904302,-118.9058934,355,3
515,33.55696029,-115.5615725,147,3
516,40.96499229,-108.0849956,297,3
517,40.96499229,-108.0849956,297,3
518,37.51802782,-116.8946958,234,3
519,38.27573584,-108.2152182,304,3
520,35.88741807,-120.4947108,413,3
521,35.76054984,-115.4178004,296,3
522,37.45471299,-110.9773418,192,3
523,38.2819152,-110.7273425,213,3
524,34.26710337,-117.5167629,379,3
525,35.70330895,-119.5982948,143,3
526,41.56105926,-119.3318493,235,3
527,40.65296663,-117.2028422,339,3
528,39.94348246,-120.495335,352,3
529,39.94348246,-120.495335,352,3
530,40.80571534,-117.8261658,366,3
531,32.71037957,-112.6270841,146,3
532,35.46772246,-108.2540995,85,3
533,36.55940312,-115.2262709,351,3
534,34.7360254,-118.4173981,333,3
535,38.41759297,-111.0123107,220,3
536,37.6224441,-115.4200262,240,3
537,39.77185762,-113.7220381,212,3
538,38.80147264,-110.6581039,233,3
539,36.32545197,-109.5664453,96,3
540,42.82986788,-113.9056895,221,3
541,41.6922985,-109.4558775,395,3
542,41.6922985,-109.4558775,395,3
543,41.39024958,-115.1814762,301,3
544,39.11907913,-115.8042162,333,3
545,33.66507106,-117.8597215,419,3
546,36.58364267,-109.6770706,113,3
547,43.04320005,-114.8092847,217,3
548,33.44769399,-115.93766,146,3
549,33.67314582,-114.9663014,213,3
550,36.05147373,-107.936062,92,3
551,36.2732276,-112.389785,209,3
552,40.77872856,-111.6275674,729,3
553,40.77872856,-111.6275674,729,3
554,37.40911478,-117.9501082,287,3
555,38.49016437,-110.4252468,232,3
556,34.35572822,-118.1289564,403,3
557,41.00465475,-115.5956177,311,3
558,38.55947407,-114.2431234,224,3
559,37.16877048,-121.3266879,430,3
560,37.16877048,-121.3266879,430,3
561,35.70364318,-118.9771833,117,3
562,42.4862069,-115.4848395,223,3
563,34.88284947,-117.959825,219,3
564,34.88284947,-117.959825,219,3
565,37.75391139,-108.9976943,211,3
566,33.98676246,-109.9125756,196,3
567,35.85652515,-114.0727893,232,3
568,33.13683002,-112.503079,273,3
569,39.79392845,-114.8791233,275,3
570,36.90029621,-110.5276659,121,3
571,35.68491622,-108.1484411,120,3
572,42.44069239,-118.487315,251,3
573,38.40743624,-112.2066884,213,3
574,33.1704507,-109.4564338,251,3
575,40.41704799,-120.7728992,284,3
576,39.46991747,-113.1364227,272,3
577,41.04648365,-114.8736872,297,3
578,40.37274262,-112.6616147,271,3
579,36.36288642,-116.0921991,177,3
580,41.33682047,-118.4528229,263,3
581,42.5512619,-118.9082901,219,3
582,41.0905998,-110.5787982,292,3
583,42.93925497,-113.734184,216,3
584,37.57336155,-108.5152509,251,3
585,33.74383679,-111.1662133,209,3
586,39.50304738,-116.6508626,340,3
587,37.88045971,-113.4050194,241,3
588,37.57880727,-117.2480768,225,3
589,41.74409405,-119.3627331,228,3
590,41.88681334,-118.8685274,235,3
591,35.74292025,-117.1508492,203,3
592,40.68811452,-118.358139,358,3
593,36.81141543,-119.6230252,444,3
594,37.6092111,-107.9906965,300,3
595,32.94701179,-112.1229771,196,3
596,39.24181858,-113.5994689,251,3
597,42.95870458,-117.1082383,254,3
598,39.35904463,-109.2616934,396,3
599,41.62699754,-115.7624669,281,3
600,41.76486992,-112.4524404,227,3
601,40.53277032,-109.8208317,300,3
602,36.75329334,-121.1352341,423,3
603,36.75329334,-121.1352341,423,3
604,40.42129827,-117.5900857,348,3
605,37.3517104,-108.9263922,162,3
606,37.68089763,-115.9147297,241,3
607,41.31907694,-109.96583,371,3
608,33.724133,-112.1811694,471,3
609,42.16545781,-108.929082,342,3
610,35.06092451,-114.3231459,205,3
611,31.72586252,-109.8264607,210,3
612,31.72586252,-109.8264607,210,3
613,33.58192682,-109.5686953,118,3
614,40.1062516,-120.2561572,287,3
615,37.40638499,-112.8436688,241,3
616,37.14186941,-110.5919021,187,3
617,32.48270298,-109.2404486,249,3
618,34.52059711,-107.9986239,121,3
619,37.60916374,-109.2137568,186,3
620,40.63354703,-109.3952486,273,3
621,39.43845005,-119.0645245,331,3
622,39.23629619,-116.5225523,333,3
623,40.79293103,-119.3296984,291,3
624,33.13544203,-111.2413275,219,3
625,34.90953367,-115.1540958,182,3
626,41.58536888,-107.7801158,300,3
627,41.80251463,-109.0274494,313,3
628,35.30149989,-118.3207046,270,3
629,37.21468877,-114.4807355,250,3
630,38.47499253,-110.6961331,222,3
631,39.78796635,-112.1064203,260,3
632,42.51717358,-113.9022283,274,3
633,36.7722587,-115.4450824,341,3
634,38.20597923,-120.7272534,312,3
635,38.27331316,-109.3162808,222,3
636,41.89034967,-119.2925759,241,3
637,34.85567559,-120.3091934,301,3
638,32.78157168,-110.60653,191,3
639,33.62846322,-111.5403134,273,3
640,39.24593848,-119.5797838,259,3
641,34.76528271,-118.6283249,325,3
642,34.76528271,-118.6283249,325,3
643,33.88615133,-109.6430832,147,3
644,36.05389353,-113.0112158,176,3
645,36.09174321,-115.1405916,131,3
646,32.57567307,-112.0391178,132,3
647,41.3617907,-119.1959119,224,3
648,41.3617907,-119.1959119,224,3
649,41.7003869,-111.1102919,268,3
650,37.05467265,-112.3455373,235,3
651,37.98531253,-115.9589623,241,3
652,41.55354693,-112.6380125,238,3
653,41.61735885,-107.622762,300,3
654,37.49382223,-117.272626,232,3
655,32.5170118,-114.305326,266,3
656,40.35973609,-111.0786853,341,3
657,40.24665978,-119.2373683,281,3
658,41.72975778,-109.8879014,407,3
659,39.45862739,-112.3426795,249,3
660,40.60356545,-108.1331375,289,3
661,42.29739262,-120.7367722,181,3
662,32.77217154,-109.6453415,264,3
663,34.37783725,-116.2792669,188,3
664,35.97454622,-117.1652713,206,3
665,41.25534818,-111.2024943,297,3
666,35.83203757,-118.1728107,221,3
667,42.22729596,-119.0135966,256,3
668,35.46982956,-111.3802068,225,3
669,34.40437219,-117.6466623,248,3
670,32.01048646,-108.5404605,170,3
671,38.96360262,-115.0889569,207,3
672,42.08431044,-118.1237315,223,3
673,39.89020494,-116.0999951,398,3
674,36.39372533,-114.1494305,231,3
675,36.39372533,-114.1494305,231,3
676,42.37374845,-109.6300663,327,3
677,37.08610324,-110.9945116,132,3
678,40.34564142,-115.7865263,403,3
679,38.29379444,-107.5832064,344,3
680,38.29379444,-107.5832064,344,3
681,42.87641389,-117.4944863,252,3
682,38.11905322,-113.0662915,237,3
683,33.42033199,-115.761159,147,3
684,40.5094651,-111.118017,324,3
685,36.00015568,-118.3900073,183,3
686,33.31598442,-111.6781063,201,3
687,32.53910673,-112.1630151,117,3
688,31.87735634,-108.1764786,167,3
689,42.38347658,-116.7930605,284,3
690,41.09204675,-118.1362753,325,3
691,37.56397241,-109.529122,169,3
692,36.80516659,-119.5981614,444,3
693,36.51255925,-111.2233948,131,3
694,42.71107114,-110.301476,285,3
695,40.57437118,-108.4549196,278,3
696,32.13556391,-112.1219829,101,3
697,39.58339218,-120.4836742,313,3
698,34.29386517,-118.4086198,184,3
699,39.38598619,-108.1356233,275,3
700,38.54552916,-118.0314829,233,3
701,33.93056686,-111.4910978,377,3
702,40.66193182,-107.6588107,293,3
703,37.82472295,-114.6228588,240,3
704,36.42529618,-114.7030316,242,3
705,37.77179282,-113.9586123,234,3
706,35.13499246,-111.4735818,328,3
707,35.26029205,-108.8049481,143,3
708,42.29942539,-108.6806042,346,3
709,31.7251062,-110.625308,230,3
710,33.1231091,-109.1961642,257,3
711,42.1053032,-113.5079026,219,3
712,41.51995539,-112.7743236,236,3
713,32.26646029,-108.384948,193,3
714,36.72903085,-119.7092391,366,3
715,35.31071996,-116.8272327,171,3
716,42.47301639,-119.260637,237,3
717,42.6424775,-109.0361005,342,3
718,39.17811255,-112.2013536,268,3
719,37.42935971,-116.368828,232,3
720,41.60562741,-109.9330768,396,3
721,40.16048686,-107.6807875,305,3
722,32.07955607,-107.9779996,195,3
723,38.89525806,-114.9775865,205,3
724,31.68505811,-111.9696616,95,3
725,33.68424222,-117.379492,224,3
726,37.67453747,-109.7333085,232,3
727,32.27280102,-110.6865725,575,3
728,37.91816011,-117.25248,234,3
729,34.24680018,-115.0262072,192,3
730,38.21837637,-121.2495359,318,3
731,33.83268293,-113.1461226,194,3
732,40.27349074,-114.9851367,417,3
733,42.6948791,-112.7809893,189,3
734,41.47939475,-110.1282482,369,3
735,38.37496362,-113.885785,230,3
736,38.37496362,-113.885785,230,3
737,36.74030971,-112.1900195,231,3
